,NAME,GEO_ID,MEDIAN_HOUSEHOLD_INCOME_2010,MEDIAN_RENT_2010,state,county,tract
1639,"Census Tract 196, Queens County, New York",36081019600,51930,441,36,081,019600
1640,"Census Tract 198, Queens County, New York",36081019800,41637,346,36,081,019800
1641,"Census Tract 199, Queens County, New York",36081019900,51164,185,36,081,019900
1642,"Census Tract 202, Queens County, New York",36081020200,53692,18,36,081,020200
1643,"Census Tract 204, Queens County, New York",36081020400,37153,356,36,081,020400
1644,"Census Tract 205, Queens County, New York",36081020500,47734,154,36,081,020500
1645,"Census Tract 206, Queens County, New York",36081020600,52500,185,36,081,020600
1646,"Census Tract 208, Queens County, New York",36081020800,46667,436,36,081,020800
1647,"Census Tract 212, Queens County, New York",36081021200,36484,520,36,081,021200
1648,"Census Tract 214, Queens County, New York",36081021400,51313,1295,36,081,021400
1649,"Census Tract 216, Queens County, New York",36081021600,61900,1251,36,081,021600
1650,"Census Tract 219, Queens County, New York",36081021900,-666666666,0,36,081,021900
1651,"Census Tract 220.01, Queens County, New York",36081022001,53058,1996,36,081,022001
1652,"Census Tract 220.02, Queens County, New York",36081022002,63943,1212,36,081,022002
1653,"Census Tract 229, Queens County, New York",36081022900,-666666666,0,36,081,022900
1654,"Census Tract 230, Queens County, New York",36081023000,69306,120,36,081,023000
1655,"Census Tract 232, Queens County, New York",36081023200,66311,836,36,081,023200
1656,"Census Tract 235, Queens County, New York",36081023500,48832,2393,36,081,023500
1657,"Census Tract 236, Queens County, New York",36081023600,37106,537,36,081,023600
1658,"Census Tract 238, Queens County, New York",36081023800,41379,1226,36,081,023800
1659,"Census Tract 240, Queens County, New York",36081024000,40329,1397,36,081,024000
1660,"Census Tract 243, Queens County, New York",36081024300,53241,751,36,081,024300
1661,"Census Tract 245, Queens County, New York",36081024500,32100,1283,36,081,024500
1662,"Census Tract 246, Queens County, New York",36081024600,-666666666,0,36,081,024600
1663,"Census Tract 247, Queens County, New York",36081024700,64474,323,36,081,024700
1664,"Census Tract 249, Queens County, New York",36081024900,62186,1585,36,081,024900
1665,"Census Tract 251, Queens County, New York",36081025100,60258,1347,36,081,025100
1666,"Census Tract 253.01, Queens County, New York",36081025301,49423,1637,36,081,025301
1667,"Census Tract 253.02, Queens County, New York",36081025302,47539,1009,36,081,025302
1668,"Census Tract 254, Queens County, New York",36081025400,25966,2119,36,081,025400
1669,"Census Tract 255, Queens County, New York",36081025500,56354,261,36,081,025500
1670,"Census Tract 257, Queens County, New York",36081025700,64940,286,36,081,025700
1671,"Census Tract 258, Queens County, New York",36081025800,59615,47,36,081,025800
1672,"Census Tract 259, Queens County, New York",36081025900,52188,980,36,081,025900
1673,"Census Tract 260, Queens County, New York",36081026000,43409,418,36,081,026000
1674,"Census Tract 261, Queens County, New York",36081026100,46675,2127,36,081,026100
1675,"Census Tract 262, Queens County, New York",36081026200,49972,191,36,081,026200
1676,"Census Tract 263, Queens County, New York",36081026300,47791,1496,36,081,026300
1677,"Census Tract 264, Queens County, New York",36081026400,44643,249,36,081,026400
1678,"Census Tract 265, Queens County, New York",36081026500,42528,1178,36,081,026500
1679,"Census Tract 266, Queens County, New York",36081026600,24762,561,36,081,026600
1680,"Census Tract 267, Queens County, New York",36081026700,42940,1401,36,081,026700
1681,"Census Tract 269.01, Queens County, New York",36081026901,39707,1436,36,081,026901
1682,"Census Tract 269.02, Queens County, New York",36081026902,35298,1009,36,081,026902
1683,"Census Tract 270, Queens County, New York",36081027000,62604,73,36,081,027000
1684,"Census Tract 271, Queens County, New York",36081027100,36532,2259,36,081,027100
1685,"Census Tract 272, Queens County, New York",36081027200,46823,181,36,081,027200
1686,"Census Tract 273, Queens County, New York",36081027300,48953,1857,36,081,027300
1687,"Census Tract 274, Queens County, New York",36081027400,59261,144,36,081,027400
1688,"Census Tract 275, Queens County, New York",36081027500,46500,1038,36,081,027500
1689,"Census Tract 276, Queens County, New York",36081027600,51492,183,36,081,027600
1690,"Census Tract 277, Queens County, New York",36081027700,39994,1898,36,081,027700
1691,"Census Tract 278, Queens County, New York",36081027800,24832,623,36,081,027800
1692,"Census Tract 279, Queens County, New York",36081027900,43984,1722,36,081,027900
1693,"Census Tract 280, Queens County, New York",36081028000,65781,105,36,081,028000
1694,"Census Tract 281, Queens County, New York",36081028100,58763,1517,36,081,028100
1695,"Census Tract 282, Queens County, New York",36081028200,72635,145,36,081,028200
1696,"Census Tract 283, Queens County, New York",36081028300,41350,1880,36,081,028300
1697,"Census Tract 284, Queens County, New York",36081028400,74375,379,36,081,028400
1698,"Census Tract 285, Queens County, New York",36081028500,66563,884,36,081,028500
1699,"Census Tract 287, Queens County, New York",36081028700,43811,1732,36,081,028700
1700,"Census Tract 288, Queens County, New York",36081028800,68257,374,36,081,028800
1701,"Census Tract 289, Queens County, New York",36081028900,52549,1531,36,081,028900
1702,"Census Tract 291, Queens County, New York",36081029100,50413,1482,36,081,029100
1703,"Census Tract 293, Queens County, New York",36081029300,72750,168,36,081,029300
1704,"Census Tract 294, Queens County, New York",36081029400,65986,990,36,081,029400
1705,"Census Tract 295, Queens County, New York",36081029500,61176,765,36,081,029500
1706,"Census Tract 297, Queens County, New York",36081029700,61458,269,36,081,029700
1707,"Census Tract 299, Queens County, New York",36081029900,-666666666,0,36,081,029900
1708,"Census Tract 306, Queens County, New York",36081030600,66360,312,36,081,030600
1709,"Census Tract 309.02, Queens County, New York",36081030902,48936,1536,36,081,030902
1710,"Census Tract 309.03, Queens County, New York",36081030903,51250,799,36,081,030903
1711,"Census Tract 309.04, Queens County, New York",36081030904,54611,761,36,081,030904
1712,"Census Tract 317, Queens County, New York",36081031700,62661,911,36,081,031700
1713,"Census Tract 320, Queens County, New York",36081032000,79821,177,36,081,032000
1714,"Census Tract 327, Queens County, New York",36081032700,54741,700,36,081,032700
1715,"Census Tract 328, Queens County, New York",36081032800,69044,215,36,081,032800
1716,"Census Tract 329, Queens County, New York",36081032900,60738,307,36,081,032900
1717,"Census Tract 330, Queens County, New York",36081033000,70019,551,36,081,033000
1718,"Census Tract 331, Queens County, New York",36081033100,-666666666,0,36,081,033100
1719,"Census Tract 334.01, Queens County, New York",36081033401,65038,333,36,081,033401
1720,"Census Tract 334.02, Queens County, New York",36081033402,45596,5043,36,081,033402
1721,"Census Tract 337, Queens County, New York",36081033700,40163,415,36,081,033700
1722,"Census Tract 339, Queens County, New York",36081033900,58158,540,36,081,033900
1723,"Census Tract 347, Queens County, New York",36081034700,60394,421,36,081,034700
1724,"Census Tract 351, Queens County, New York",36081035100,58059,407,36,081,035100
1725,"Census Tract 352, Queens County, New York",36081035200,66113,86,36,081,035200
1726,"Census Tract 353, Queens County, New York",36081035300,57899,372,36,081,035300
1727,"Census Tract 357, Queens County, New York",36081035700,46279,377,36,081,035700
1728,"Census Tract 358, Queens County, New York",36081035800,70918,340,36,081,035800
1729,"Census Tract 361, Queens County, New York",36081036100,36055,517,36,081,036100
1730,"Census Tract 363, Queens County, New York",36081036300,51399,397,36,081,036300
1731,"Census Tract 365, Queens County, New York",36081036500,62083,491,36,081,036500
1732,"Census Tract 366, Queens County, New York",36081036600,45000,395,36,081,036600
1733,"Census Tract 367, Queens County, New York",36081036700,58047,216,36,081,036700
1734,"Census Tract 368, Queens County, New York",36081036800,64271,222,36,081,036800
1735,"Census Tract 371, Queens County, New York",36081037100,61346,185,36,081,037100
1736,"Census Tract 373, Queens County, New York",36081037300,56625,519,36,081,037300
1737,"Census Tract 375, Queens County, New York",36081037500,45043,892,36,081,037500
1738,"Census Tract 376, Queens County, New York",36081037600,70767,420,36,081,037600
1739,"Census Tract 377, Queens County, New York",36081037700,44632,617,36,081,037700
1740,"Census Tract 379, Queens County, New York",36081037900,53500,924,36,081,037900
1741,"Census Tract 381, Queens County, New York",36081038100,40237,1004,36,081,038100
1742,"Census Tract 383.01, Queens County, New York",36081038301,-666666666,0,36,081,038301
1743,"Census Tract 383.02, Queens County, New York",36081038302,97500,18,36,081,038302
1744,"Census Tract 384, Queens County, New York",36081038400,71923,114,36,081,038400
1745,"Census Tract 394, Queens County, New York",36081039400,65885,247,36,081,039400
1746,"Census Tract 398, Queens County, New York",36081039800,65357,127,36,081,039800
1747,"Census Tract 399, Queens County, New York",36081039900,61932,704,36,081,039900
1748,"Census Tract 400, Queens County, New York",36081040000,46970,69,36,081,040000
1749,"Census Tract 401, Queens County, New York",36081040100,42816,1083,36,081,040100
1750,"Census Tract 402, Queens County, New York",36081040200,92576,129,36,081,040200
1751,"Census Tract 403, Queens County, New York",36081040300,53643,1158,36,081,040300
1752,"Census Tract 404, Queens County, New York",36081040400,49375,513,36,081,040400
1753,"Census Tract 405, Queens County, New York",36081040500,51853,662,36,081,040500
1754,"Census Tract 407, Queens County, New York",36081040700,47094,1439,36,081,040700
1755,"Census Tract 409, Queens County, New York",36081040900,29129,904,36,081,040900
1756,"Census Tract 411, Queens County, New York",36081041100,36087,496,36,081,041100
1757,"Census Tract 413, Queens County, New York",36081041300,45411,684,36,081,041300
1758,"Census Tract 414, Queens County, New York",36081041400,43525,529,36,081,041400
1759,"Census Tract 415, Queens County, New York",36081041500,50227,719,36,081,041500
1760,"Census Tract 424, Queens County, New York",36081042400,69662,86,36,081,042400
1761,"Census Tract 426, Queens County, New York",36081042600,-666666666,0,36,081,042600
1762,"Census Tract 427, Queens County, New York",36081042700,54130,847,36,081,042700
1763,"Census Tract 432, Queens County, New York",36081043200,76486,41,36,081,043200
1764,"Census Tract 434, Queens County, New York",36081043400,53750,88,36,081,043400
1765,"Census Tract 437.01, Queens County, New York",36081043701,41132,438,36,081,043701
1766,"Census Tract 437.02, Queens County, New York",36081043702,43843,836,36,081,043702
1767,"Census Tract 439, Queens County, New York",36081043900,52870,697,36,081,043900
1768,"Census Tract 440, Queens County, New York",36081044000,51379,514,36,081,044000
1769,"Census Tract 443.01, Queens County, New York",36081044301,31991,1157,36,081,044301
1770,"Census Tract 443.02, Queens County, New York",36081044302,42688,887,36,081,044302
1771,"Census Tract 444, Queens County, New York",36081044400,24543,574,36,081,044400
1772,"Census Tract 446.01, Queens County, New York",36081044601,45292,883,36,081,044601
1773,"Census Tract 446.02, Queens County, New York",36081044602,40893,1041,36,081,044602
1774,"Census Tract 448, Queens County, New York",36081044800,52424,508,36,081,044800
1775,"Census Tract 450, Queens County, New York",36081045000,44257,273,36,081,045000
1776,"Census Tract 452, Queens County, New York",36081045200,66063,147,36,081,045200
1777,"Census Tract 454, Queens County, New York",36081045400,49590,881,36,081,045400
1778,"Census Tract 455, Queens County, New York",36081045500,49281,4302,36,081,045500
1779,"Census Tract 456, Queens County, New York",36081045600,52176,118,36,081,045600
1780,"Census Tract 457, Queens County, New York",36081045700,47471,471,36,081,045700
1781,"Census Tract 458, Queens County, New York",36081045800,66875,379,36,081,045800
1782,"Census Tract 459, Queens County, New York",36081045900,68981,777,36,081,045900
1783,"Census Tract 460, Queens County, New York",36081046000,27685,1689,36,081,046000
1784,"Census Tract 461, Queens County, New York",36081046100,48607,521,36,081,046100
1785,"Census Tract 462, Queens County, New York",36081046200,40202,1244,36,081,046200
1786,"Census Tract 463, Queens County, New York",36081046300,50000,888,36,081,046300
1787,"Census Tract 464, Queens County, New York",36081046400,66281,223,36,081,046400
1788,"Census Tract 465, Queens County, New York",36081046500,45337,758,36,081,046500
1789,"Census Tract 466, Queens County, New York",36081046600,60943,748,36,081,046600
1790,"Census Tract 467, Queens County, New York",36081046700,41039,1820,36,081,046700
1791,"Census Tract 468, Queens County, New York",36081046800,44618,579,36,081,046800
1792,"Census Tract 469, Queens County, New York",36081046900,37420,2265,36,081,046900
1793,"Census Tract 470, Queens County, New York",36081047000,60350,312,36,081,047000
1794,"Census Tract 471, Queens County, New York",36081047100,32042,1028,36,081,047100
1795,"Census Tract 472, Queens County, New York",36081047200,62441,738,36,081,047200
1796,"Census Tract 473, Queens County, New York",36081047300,55532,956,36,081,047300
1797,"Census Tract 475, Queens County, New York",36081047500,45221,790,36,081,047500
1798,"Census Tract 476, Queens County, New York",36081047600,119625,48,36,081,047600
1799,"Census Tract 478, Queens County, New York",36081047800,58438,530,36,081,047800
1800,"Census Tract 479, Queens County, New York",36081047900,56360,1010,36,081,047900
1801,"Census Tract 480, Queens County, New York",36081048000,65568,185,36,081,048000
1802,"Census Tract 481, Queens County, New York",36081048100,38680,1565,36,081,048100
1803,"Census Tract 482, Queens County, New York",36081048200,92692,189,36,081,048200
1804,"Census Tract 483, Queens County, New York",36081048300,47272,665,36,081,048300
1805,"Census Tract 484, Queens County, New York",36081048400,64141,430,36,081,048400
1806,"Census Tract 485, Queens County, New York",36081048500,44105,884,36,081,048500
1807,"Census Tract 489, Queens County, New York",36081048900,41590,266,36,081,048900
1808,"Census Tract 492, Queens County, New York",36081049200,49816,1295,36,081,049200
1809,"Census Tract 493.01, Queens County, New York",36081049301,61095,299,36,081,049301
1810,"Census Tract 493.02, Queens County, New York",36081049302,45759,542,36,081,049302
1811,"Census Tract 495, Queens County, New York",36081049500,61552,210,36,081,049500
1812,"Census Tract 496, Queens County, New York",36081049600,62188,174,36,081,049600
1813,"Census Tract 497, Queens County, New York",36081049700,61012,470,36,081,049700
1814,"Census Tract 499, Queens County, New York",36081049900,49213,679,36,081,049900
1815,"Census Tract 500, Queens County, New York",36081050000,39656,1055,36,081,050000
1816,"Census Tract 502.01, Queens County, New York",36081050201,92857,51,36,081,050201
1817,"Census Tract 502.02, Queens County, New York",36081050202,66859,72,36,081,050202
1818,"Census Tract 504, Queens County, New York",36081050400,76888,86,36,081,050400
1819,"Census Tract 505, Queens County, New York",36081050500,82386,216,36,081,050500
1820,"Census Tract 506, Queens County, New York",36081050600,52500,93,36,081,050600
1821,"Census Tract 507, Queens County, New York",36081050700,75455,466,36,081,050700
1822,"Census Tract 508, Queens County, New York",36081050800,53125,179,36,081,050800
1823,"Census Tract 510, Queens County, New York",36081051000,87625,31,36,081,051000
1824,"Census Tract 511, Queens County, New York",36081051100,56200,312,36,081,051100
1825,"Census Tract 512, Queens County, New York",36081051200,81484,220,36,081,051200
1826,"Census Tract 513, Queens County, New York",36081051300,51094,347,36,081,051300
1827,"Census Tract 515, Queens County, New York",36081051500,57287,332,36,081,051500
1828,"Census Tract 516, Queens County, New York",36081051600,84044,154,36,081,051600
1829,"Census Tract 517, Queens County, New York",36081051700,61719,327,36,081,051700
1830,"Census Tract 518, Queens County, New York",36081051800,74583,64,36,081,051800
1831,"Census Tract 520, Queens County, New York",36081052000,84550,80,36,081,052000
1832,"Census Tract 521, Queens County, New York",36081052100,69177,208,36,081,052100
1833,"Census Tract 522, Queens County, New York",36081052200,90708,40,36,081,052200
1834,"Census Tract 524, Queens County, New York",36081052400,64792,46,36,081,052400
1835,"Census Tract 75, Richmond County, New York",36085007500,55625,454,36,085,007500
1836,"Census Tract 77, Richmond County, New York",36085007700,53902,266,36,085,007700
1837,"Census Tract 81, Richmond County, New York",36085008100,43958,692,36,085,008100
1838,"Census Tract 89, Richmond County, New York",36085008900,-666666666,0,36,085,008900
1839,"Census Tract 96.01, Richmond County, New York",36085009601,52266,466,36,085,009601
1840,"Census Tract 96.02, Richmond County, New York",36085009602,51710,506,36,085,009602
1841,"Census Tract 97, Richmond County, New York",36085009700,79231,250,36,085,009700
1842,"Census Tract 105, Richmond County, New York",36085010500,52580,535,36,085,010500
1843,"Census Tract 112.01, Richmond County, New York",36085011201,57047,503,36,085,011201
1844,"Census Tract 112.02, Richmond County, New York",36085011202,80164,445,36,085,011202
1845,"Census Tract 114.01, Richmond County, New York",36085011401,46616,681,36,085,011401
1846,"Census Tract 114.02, Richmond County, New York",36085011402,56700,330,36,085,011402
1847,"Census Tract 121, Richmond County, New York",36085012100,92250,65,36,085,012100
1848,"Census Tract 122, Richmond County, New York",36085012200,68964,320,36,085,012200
1849,"Census Tract 125, Richmond County, New York",36085012500,55139,389,36,085,012500
1850,"Census Tract 128.04, Richmond County, New York",36085012804,79125,336,36,085,012804
1851,"Census Tract 128.05, Richmond County, New York",36085012805,66029,107,36,085,012805
1852,"Census Tract 128.06, Richmond County, New York",36085012806,56104,1165,36,085,012806
1853,"Census Tract 132.01, Richmond County, New York",36085013201,84263,72,36,085,013201
1854,"Census Tract 132.03, Richmond County, New York",36085013203,86207,328,36,085,013203
1855,"Census Tract 132.04, Richmond County, New York",36085013204,70234,423,36,085,013204
1856,"Census Tract 133.01, Richmond County, New York",36085013301,10417,550,36,085,013301
1857,"Census Tract 133.02, Richmond County, New York",36085013302,58942,364,36,085,013302
1858,"Census Tract 134, Richmond County, New York",36085013400,77621,338,36,085,013400
1859,"Census Tract 138, Richmond County, New York",36085013800,96932,220,36,085,013800
1860,"Census Tract 141, Richmond County, New York",36085014100,61905,552,36,085,014100
1861,"Census Tract 146.04, Richmond County, New York",36085014604,82546,481,36,085,014604
1862,"Census Tract 146.05, Richmond County, New York",36085014605,90368,130,36,085,014605
1863,"Census Tract 146.06, Richmond County, New York",36085014606,90987,353,36,085,014606
1864,"Census Tract 146.07, Richmond County, New York",36085014607,82318,199,36,085,014607
1865,"Census Tract 146.08, Richmond County, New York",36085014608,98980,100,36,085,014608
1866,"Census Tract 147, Richmond County, New York",36085014700,106429,219,36,085,014700
1867,"Census Tract 151, Richmond County, New York",36085015100,83003,707,36,085,015100
1868,"Census Tract 154, Richmond County, New York",36085015400,-666666666,0,36,085,015400
1869,"Census Tract 156.01, Richmond County, New York",36085015601,79526,491,36,085,015601
1870,"Census Tract 156.02, Richmond County, New York",36085015602,82844,28,36,085,015602
1871,"Census Tract 156.03, Richmond County, New York",36085015603,80459,240,36,085,015603
1872,"Census Tract 169.01, Richmond County, New York",36085016901,54506,307,36,085,016901
1873,"Census Tract 170.05, Richmond County, New York",36085017005,97371,206,36,085,017005
1874,"Census Tract 170.07, Richmond County, New York",36085017007,73542,124,36,085,017007
1875,"Census Tract 170.08, Richmond County, New York",36085017008,90218,284,36,085,017008
1876,"Census Tract 170.09, Richmond County, New York",36085017009,84706,315,36,085,017009
1877,"Census Tract 170.10, Richmond County, New York",36085017010,92472,276,36,085,017010
1878,"Census Tract 170.11, Richmond County, New York",36085017011,87981,259,36,085,017011
1879,"Census Tract 170.12, Richmond County, New York",36085017012,83454,182,36,085,017012
1880,"Census Tract 173, Richmond County, New York",36085017300,30625,552,36,085,017300
1881,"Census Tract 176, Richmond County, New York",36085017600,94342,210,36,085,017600
1882,"Census Tract 177, Richmond County, New York",36085017700,93491,187,36,085,017700
1883,"Census Tract 181, Richmond County, New York",36085018100,94806,202,36,085,018100
1884,"Census Tract 187.01, Richmond County, New York",36085018701,88929,138,36,085,018701
1885,"Census Tract 187.02, Richmond County, New York",36085018702,81699,469,36,085,018702
1886,"Census Tract 189.01, Richmond County, New York",36085018901,77169,241,36,085,018901
1887,"Census Tract 189.02, Richmond County, New York",36085018902,83485,446,36,085,018902
1888,"Census Tract 197, Richmond County, New York",36085019700,84615,144,36,085,019700
1889,"Census Tract 198, Richmond County, New York",36085019800,108921,267,36,085,019800
1890,"Census Tract 201, Richmond County, New York",36085020100,79291,219,36,085,020100
1891,"Census Tract 207, Richmond County, New York",36085020700,39902,704,36,085,020700
1892,"Census Tract 208.01, Richmond County, New York",36085020801,68855,370,36,085,020801
1893,"Census Tract 208.03, Richmond County, New York",36085020803,86121,422,36,085,020803
1894,"Census Tract 208.04, Richmond County, New York",36085020804,100842,282,36,085,020804
1895,"Census Tract 213, Richmond County, New York",36085021300,63287,688,36,085,021300
1896,"Census Tract 223, Richmond County, New York",36085022300,57974,277,36,085,022300
1897,"Census Tract 226, Richmond County, New York",36085022600,77240,395,36,085,022600
1898,"Census Tract 228, Richmond County, New York",36085022800,250001,0,36,085,022800
1899,"Census Tract 231, Richmond County, New York",36085023100,51912,353,36,085,023100
1900,"Census Tract 239, Richmond County, New York",36085023900,66189,211,36,085,023900
1901,"Census Tract 244.01, Richmond County, New York",36085024401,105655,263,36,085,024401
1902,"Census Tract 244.02, Richmond County, New York",36085024402,79615,119,36,085,024402
1903,"Census Tract 247, Richmond County, New York",36085024700,62679,333,36,085,024700
1904,"Census Tract 248, Richmond County, New York",36085024800,88413,440,36,085,024800
1905,"Census Tract 251, Richmond County, New York",36085025100,77660,332,36,085,025100
1906,"Census Tract 273.01, Richmond County, New York",36085027301,83505,242,36,085,027301
1907,"Census Tract 273.02, Richmond County, New York",36085027302,91310,275,36,085,027302
1908,"Census Tract 277.02, Richmond County, New York",36085027702,55370,768,36,085,027702
1909,"Census Tract 277.04, Richmond County, New York",36085027704,89667,224,36,085,027704
1910,"Census Tract 277.05, Richmond County, New York",36085027705,80192,344,36,085,027705
1911,"Census Tract 277.06, Richmond County, New York",36085027706,68750,199,36,085,027706
1912,"Census Tract 279, Richmond County, New York",36085027900,84398,58,36,085,027900
1913,"Census Tract 291.02, Richmond County, New York",36085029102,85156,113,36,085,029102
1914,"Census Tract 291.03, Richmond County, New York",36085029103,76555,515,36,085,029103
1915,"Census Tract 291.04, Richmond County, New York",36085029104,72024,316,36,085,029104
1916,"Census Tract 303.01, Richmond County, New York",36085030301,67431,758,36,085,030301
1917,"Census Tract 303.02, Richmond County, New York",36085030302,75724,512,36,085,030302
1918,"Census Tract 319.01, Richmond County, New York",36085031901,30492,829,36,085,031901
1919,"Census Tract 319.02, Richmond County, New York",36085031902,44412,630,36,085,031902
1920,"Census Tract 323, Richmond County, New York",36085032300,27600,196,36,085,032300
1921,"Census Tract 9901, Richmond County, New York",36085990100,-666666666,0,36,085,990100
1922,"Census Tract 664, Queens County, New York",36081066400,76736,1164,36,081,066400
1923,"Census Tract 665.01, Queens County, New York",36081066501,56221,481,36,081,066501
1924,"Census Tract 667.01, Queens County, New York",36081066701,76921,207,36,081,066701
1925,"Census Tract 669, Queens County, New York",36081066900,66063,184,36,081,066900
1926,"Census Tract 671, Queens County, New York",36081067100,61758,71,36,081,067100
1927,"Census Tract 677, Queens County, New York",36081067700,71129,136,36,081,067700
1928,"Census Tract 679, Queens County, New York",36081067900,54281,1084,36,081,067900
1929,"Census Tract 680, Queens County, New York",36081068000,73424,367,36,081,068000
1930,"Census Tract 682, Queens County, New York",36081068200,73068,49,36,081,068200
1931,"Census Tract 683, Queens County, New York",36081068300,49167,1082,36,081,068300
1932,"Census Tract 687, Queens County, New York",36081068700,65381,1091,36,081,068700
1933,"Census Tract 690, Queens County, New York",36081069000,75559,376,36,081,069000
1934,"Census Tract 693, Queens County, New York",36081069300,51127,765,36,081,069300
1935,"Census Tract 694, Queens County, New York",36081069400,80208,368,36,081,069400
1936,"Census Tract 695, Queens County, New York",36081069500,61406,455,36,081,069500
1937,"Census Tract 697.01, Queens County, New York",36081069701,47075,1271,36,081,069701
1938,"Census Tract 697.02, Queens County, New York",36081069702,67821,760,36,081,069702
1939,"Census Tract 703, Queens County, New York",36081070300,68393,245,36,081,070300
1940,"Census Tract 707, Queens County, New York",36081070700,82454,171,36,081,070700
1941,"Census Tract 709, Queens County, New York",36081070900,102583,338,36,081,070900
1942,"Census Tract 711, Queens County, New York",36081071100,67926,1017,36,081,071100
1943,"Census Tract 713.03, Queens County, New York",36081071303,54591,1726,36,081,071303
1944,"Census Tract 713.04, Queens County, New York",36081071304,49389,1667,36,081,071304
1945,"Census Tract 713.05, Queens County, New York",36081071305,73333,2035,36,081,071305
1946,"Census Tract 713.06, Queens County, New York",36081071306,49698,1837,36,081,071306
1947,"Census Tract 716, Queens County, New York",36081071600,-666666666,0,36,081,071600
1948,"Census Tract 717.01, Queens County, New York",36081071701,52608,1389,36,081,071701
1949,"Census Tract 717.02, Queens County, New York",36081071702,50664,897,36,081,071702
1950,"Census Tract 719, Queens County, New York",36081071900,47574,574,36,081,071900
1951,"Census Tract 721, Queens County, New York",36081072100,62045,1118,36,081,072100
1952,"Census Tract 723, Queens County, New York",36081072300,134032,66,36,081,072300
1953,"Census Tract 729, Queens County, New York",36081072900,82167,76,36,081,072900
1954,"Census Tract 731, Queens County, New York",36081073100,101679,130,36,081,073100
1955,"Census Tract 737, Queens County, New York",36081073700,62050,610,36,081,073700
1956,"Census Tract 739, Queens County, New York",36081073900,87857,1247,36,081,073900
1957,"Census Tract 741, Queens County, New York",36081074100,61028,556,36,081,074100
1958,"Census Tract 743, Queens County, New York",36081074300,43238,903,36,081,074300
1959,"Census Tract 745, Queens County, New York",36081074500,40083,1143,36,081,074500
1960,"Census Tract 747, Queens County, New York",36081074700,65040,385,36,081,074700
1961,"Census Tract 749, Queens County, New York",36081074900,110750,57,36,081,074900
1962,"Census Tract 757.01, Queens County, New York",36081075701,75323,913,36,081,075701
1963,"Census Tract 757.02, Queens County, New York",36081075702,73514,1071,36,081,075702
1964,"Census Tract 769.01, Queens County, New York",36081076901,68026,1097,36,081,076901
1965,"Census Tract 769.02, Queens County, New York",36081076902,75625,526,36,081,076902
1966,"Census Tract 773, Queens County, New York",36081077300,62197,519,36,081,077300
1967,"Census Tract 775, Queens County, New York",36081077500,46944,651,36,081,077500
1968,"Census Tract 779.02, Queens County, New York",36081077902,73048,574,36,081,077902
1969,"Census Tract 779.03, Queens County, New York",36081077903,60132,484,36,081,077903
1970,"Census Tract 779.04, Queens County, New York",36081077904,49527,949,36,081,077904
1971,"Census Tract 779.05, Queens County, New York",36081077905,61400,207,36,081,077905
1972,"Census Tract 779.06, Queens County, New York",36081077906,49201,668,36,081,077906
1973,"Census Tract 779.07, Queens County, New York",36081077907,46923,611,36,081,077907
1974,"Census Tract 779.08, Queens County, New York",36081077908,44583,1090,36,081,077908
1975,"Census Tract 788, Queens County, New York",36081078800,60543,163,36,081,078800
1976,"Census Tract 790, Queens County, New York",36081079000,63214,295,36,081,079000
1977,"Census Tract 792, Queens County, New York",36081079200,72794,126,36,081,079200
1978,"Census Tract 793, Queens County, New York",36081079300,-666666666,0,36,081,079300
1979,"Census Tract 797.01, Queens County, New York",36081079701,50210,2213,36,081,079701
1980,"Census Tract 797.02, Queens County, New York",36081079702,34318,1014,36,081,079702
1981,"Census Tract 799, Queens County, New York",36081079900,62589,476,36,081,079900
1982,"Census Tract 803.01, Queens County, New York",36081080301,51688,781,36,081,080301
1983,"Census Tract 803.02, Queens County, New York",36081080302,80318,293,36,081,080302
1984,"Census Tract 809, Queens County, New York",36081080900,57222,698,36,081,080900
1985,"Census Tract 814, Queens County, New York",36081081400,66818,218,36,081,081400
1986,"Census Tract 818, Queens County, New York",36081081800,64318,304,36,081,081800
1987,"Census Tract 837, Queens County, New York",36081083700,49868,401,36,081,083700
1988,"Census Tract 838, Queens County, New York",36081083800,62526,273,36,081,083800
1989,"Census Tract 840, Queens County, New York",36081084000,59464,592,36,081,084000
1990,"Census Tract 845, Queens County, New York",36081084500,34795,1579,36,081,084500
1991,"Census Tract 846.01, Queens County, New York",36081084601,82188,265,36,081,084601
1992,"Census Tract 846.02, Queens County, New York",36081084602,57400,97,36,081,084602
1993,"Census Tract 849, Queens County, New York",36081084900,41750,1987,36,081,084900
1994,"Census Tract 853, Queens County, New York",36081085300,32530,1127,36,081,085300
1995,"Census Tract 855, Queens County, New York",36081085500,41410,2216,36,081,085500
1996,"Census Tract 857, Queens County, New York",36081085700,35671,1580,36,081,085700
1997,"Census Tract 859, Queens County, New York",36081085900,33598,1188,36,081,085900
1998,"Census Tract 861, Queens County, New York",36081086100,54103,492,36,081,086100
1999,"Census Tract 863, Queens County, New York",36081086300,40841,1890,36,081,086300
2000,"Census Tract 864, Queens County, New York",36081086400,61618,352,36,081,086400
2001,"Census Tract 865, Queens County, New York",36081086500,26762,1383,36,081,086500
2002,"Census Tract 869, Queens County, New York",36081086900,50231,374,36,081,086900
2003,"Census Tract 871, Queens County, New York",36081087100,14914,623,36,081,087100
2004,"Census Tract 884, Queens County, New York",36081088400,70393,641,36,081,088400
